Entry Id,TÉMA,JMÉNO TEMATICKÉHO CELKU,JMÉNO ZPRACOVATELE,JMÉNO TÉMATICKÉHO CELKU / AKTIVITY,CÍL 1,CÍL 2,CÍL 3,ANOTACE,STUPEŇ,STUPEŇ,STUPEŇ,STUPEŇ,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,ROČNÍK / TŘÍDA,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,VYUČOVACÍ PŘEDMĚT,TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),TÉMA (Ekoškoly),KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,KROKY EKOŠKOLY,ČASOVÁ NÁROČNOST,PROSTŘEDÍ,PROSTŘEDÍ,POČET UČITELŮ NA REALIZACI,FYZICKÁ AKTIVITA,Připojit soubor,Připojit soubor,Poznámka pro nás:,Date Created,Created By,Last Updated,Updated By,IP Address,Last Page Accessed,Completion Status,url
21,Odpady,Jak na černé skládky?,Monika Olšáková,Vyhodnocení dojmů z výstavy a její úspěšnosti,Student vyhodnocuje postřehy a dojmy z akce.,Student diskutuje  naplnění cílů akčního plánu výstavy o odpadech a připravuje návazný plán.,,Hodnocení úspěšnosti naplánované akce vzhledem ke stanoveným cílům.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,,SŠ,,,biologie,přírodopis,,ekologie,,,,,,,zeměpis,Odpady,,,,,,,,,,,,,Monitoring,EVVO ve výuce,Informování a spolupráce,,10 min,Uvnitř,,1,1,vyhodnocen_dojm_z_vstavy_a_jej_spnosti.pdf, ,"Velmi důležitá část - nejen naplánovat, ale i vyhodnotit a vzít si poučení pro příště. Mám pocit, že rosteme zpětnou vazbou.",2019-06-05 05:55:00,public,2019-06-06 10:41:22,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/21d36c29-2981-4f7e-987a-85c0df57d015
22,Odpady,Krajina s a bez,Monika Olšáková,Volné psaní,"Žák vyjadřuje myšlenky, souvislosti a rozvíjí slovní zásobu formou vět na téma Jak vypadá krajina.",,,"Žák se zamyslí nad krajinou, ve které mu je dobře a popíše volný proud myšlenek, které mu na toto téma plynou.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,,,čeština,,biologie,přírodopis,,ekologie,,,,,,,,Odpady,,,,,,,,,,,Analýza,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,voln_psan.pdf, ,,2019-06-06 12:42:47,public,,,93.185.6.71,1,1,https://petra2018.wufoo.com/cabinet/5aeb594d-6e8f-4807-8cb8-9d05c1469dd0
23,Voda,Ze života vody,Mgr.Jana Jeřábková,Ze života vody,Žák identifikuje základní skupenství vody a procesyproměny vody mezi jednotlivými skupenstvími.,"Žák porozumí důležitosti vodního cyklu pro planetu,vlastními slovy popíše koloběh vodya charakterizuje jeho jednotlivé fáze.","Žák správně definuje a používá základní slovnízásobu spojenou s vodním cyklem (kondenzace,odpařování, srážky, odtok, transpirace atd.).","Žáci vytvoří vlastní příběh o vodním cyklu, vlastními slovy popíšou různá skupenství vody a jejich změnu.Prostřednictvím doplnění textu a tajenky prokáží znalosti terminologie a zákonitostí koloběhu vody a vytvoří simodel koloběhu vody, který budou schopni vysvětlit.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,biologie,přírodopis,,ekologie,občanská výchova,chemie,,,přírodověda,fyzika,,,,Voda,,,,,,,,,Analýza,,,,,,projekt,Uvnitř,Venku,1,1,ze_zivota_vody.pdf, ,,2019-07-11 13:37:06,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/4e3a9e91-2863-4a75-9c99-785e68a6c2cf
24,Voda,Voda všemi smysly,Mgr.Jana Jeřábková,Voda všemi smysly,Žák uměleckou formou vyjádří svůj vztah k voděa vodnímu prostředí.,"Žák vyjadřuje své pocity a vjemy, které zakoušív bezprostředním kontaktu s vodou.",Žák rozvíjí vnímavost a citlivost vůči vodě jako jednéze základních složek životního prostředí.,"Žáci v rolích umělců vytvoří umělecká díla představující vodu a vodní živel, z nichž si poté mohou vytvořitfotografickou výstavu. Prostřednictvím stylizovanéhorozhovoru nebo kresby žáci tématizují a zpracují životnípříběh vybrané přírodniny vyskytující se v blízkosti vodníhozdroje.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,,,,,,,biologie,přírodopis,,ekologie,občanská výchova,chemie,prvouka,,přírodověda,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,projekt,Uvnitř,,2,2,voda_vemi_smysly.pdf, ,,2019-07-11 14:34:59,public,2020-01-02 21:16:00,petra2018,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/67ab832d-55fa-4525-92c3-a0b2207b2ea2
25,Voda,Voda kolem nás,Mgr.Jana Jeřábková,Voda kolem nás,"Student identifikuje různé způsoby, kterými je voda využívána v jeho okolí.",Student diskutuje o environmentálních dopadech jednotlivých způsobů užívání vody v místě školy či bydliště.,,"Studenti při výzkumu v terénu správně identifikují jednotlivé způsoby využívání vody ve své obci a jejímokolí, identifikují jejich dopad na lokální životní prostředí. Zhotoví mapu o využívání vody v obci a jejím okolí a výsledky své práce prezentují spolužákům ve třídě (nebo taky ostatnímžákům školy).",,,Druhý stupeň ZŠ,SŠ,,,,,,,,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,SŠ,čeština,,biologie,přírodopis,,ekologie,občanská výchova,chemie,,vlastivěda,přírodověda,,zeměpis,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,Venku,2,2,voda_kolem_nas.pdf, ,,2019-07-11 14:46:48,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/53bc2b57-0c06-4c55-b4a4-a11a3e662223
26,Voda,Šetříme vodou,Mgr.Jana Jeřábková,Šetříme vodou,"Žák popíše činnosti během svého běžného dne a uvede příklady činností, při kterých spotřebovává vodu/znečišťuje vodu.","Žák vybere ty činnosti, u kterých může snížit spotřebu/zmírnit znečištění vody.",Žák navrhuje opatření související se snížením spotřeby/zmírnění znečištění vody.,"Žáci si uvědomí a zapisují, při kterých činnostech během dne vodu používají a zda ji používají šetrně či nikoli. Žáci vytvoří plakát činností, při kterých během dne spotřebovávají vodu. Žáci si vyrobí své osobní karty, kteréjim budou připomínat vybrané způsoby šetrného zacházenís vodou. Následně žáci vytvoří nástěnku, která bude vyjadřovat, nakolik byli při svém šetření vodou běhemvybraných činností úspěšní.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,,,,,,biologie,přírodopis,,ekologie,občanská výchova,,,,přírodověda,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,2,1,etme_vodou.pdf, ,,2019-07-11 15:09:44,public,2019-07-17 11:19:43,petra2018,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/a429cb09-4feb-4edb-b57d-19a9f0d4f429
27,Voda,Řeka má mnoho podob,Mgr.Jana Jeřábková,Řeka má mnoho podob,"Žák nakreslí podle popisu přirozený nebo upravenývodní tok. Žák hodnotí na základě obrazového vjemu, vlastních zkušeností nebo logických souvislostí vlastnostipřirozeného nebo upraveného vodního toku.Žák navrhuje revitalizaci nevhodně člověkemupraveného vodního toku.",Žák vytvoří model přirozeného nebo upravenéhovodního toku.,"Žák na základě pokusu analyzuje, jak se chovápřirozený nebo upravený vodní tok při povodňové vlně.","Žáci si uvědomí, jaký vliv má na krajinu vodní tok přirozený a tok upravený člověkem. Toto uvědomění získají shlédnutím fotografií nebo kreseb přirozenéhoa upraveného vodního toku, dále pak přemýšlením nadlogickými souvislostmi při hlubším a analytickém pohleduna tyto obrázky a v neposlední řadě díky budování modeluřeky a vyzkoušení jeho fungování při povodňové vlně.",,,Druhý stupeň ZŠ,,,,,,,,,7. třída ZŠ,8. třída ZŠ,,,,,,přírodopis,,ekologie,občanská výchova,chemie,,,,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,reka_ma_mnoho_podob.pdf, ,,2019-07-11 15:17:15,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/4c41b3ab-33fc-4d87-b364-37921c09cd4b
28,Voda,Kolik vody spotřebuju,Mgr.Jana Jeřábková,Kolik vody spotřebuju,Žák formuluje výzkumnou otázku:Kolik vody za týden spotřebuji a kde můžu vodu ušetřit?,Žák ověří svoji hypotézu pokusem.,,"Žáci stanoví hypotézu o spotřebě vody každého žáka za týden a navrhnou možné způsoby, kterými lze vodu šetřit.Žáci hypotézu ověří pokusem a získaná data vyhodnotía prezentují.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,8. třída ZŠ,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,občanská výchova,chemie,,,,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,90 min,Uvnitř,,2,1,kolik_vody_spotrebuju.pdf, ,,2019-07-11 15:22:14,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/8a24add9-d7e1-4087-8511-434729fb1712
29,Voda,Jaká je spotřeba vody ,Mgr.Jana Jeřábková,Jaká je spotřeba vody,"Žák se učí formulovat výzkumnou otázkua plánovat vědecký pokus (rozdíl ve spotřebě vody při různých činnostech).Žák experimentálně ověří výzkumnou otázku,kterou sám zformuloval.","Žák vyhodnotí výsledky pokusu, případně vyhledádalší informace a porovná je se svým zjištěním.",Žák informuje o výsledcích pokusu.,"Žáci stanoví hypotézu, naplánují a provedou pokus.Výsledky pokusu pak vyhodnotí a sdílí ve skupinách ve třídě.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,,,,,,,,přírodopis,,ekologie,občanská výchova,,,,přírodověda,,,,,Voda,,,,,,,,,,Plán činností,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,jaka_je_spotreba_vody.pdf, ,,2019-07-11 15:43:50,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/e6bfd756-8e90-4a91-b515-7eba5db6d91f
30,Voda,Jak šetřit vodou,Mgr.Jana Jeřábková,Jak šetřit vodou ,Žák formuluje hypotézu o vlastní spotřebě vody a navrhuje reálná úsporná opatření.,Žák se seznamuje s technickými možnostmi pro úsporu vody v domácnostech.,Žák ověřuje a reflektuje svou hypotézu a činí závěry.,"Žáci zjistí, jaká technická zařízení existují vzhledemk úspoře vody. Žáci vysvětlí princip fungování technických zařízení na úsporu vody a možnosti, kde se dají využít.",,,Druhý stupeň ZŠ,,,,,,,,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,biologie,přírodopis,,ekologie,občanská výchova,,,,,,,,,Voda,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,jak_setrit_vodou.pdf, ,,2019-07-11 15:49:59,public,,,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/4fead665-e95d-4a58-a51e-65924cbe328d
31,Voda,Eutrofizace,Mgr.Jana Jeřábková,Eutrofizace,"Student zformuluje hypotézu o příčinách přemnoženísinic v ČR, navrhne a provede pokus k jejímu (aspoňčástečnému) ověření, vyhledá a zpracuje doplňující informace o eutrofizaci. ","Student porovná koncentraci živin (N, P) v různýchvodních zdrojích v okolí a zdůvodní zjištěné rozdíly.",Student zmapuje složení různých čisticích a pracích prostředků a prostřednictvím pokusu porovná jejichvliv na růst vodních řas a rostlin.,"Studenti vytvoří návrh informačního panelu/ /kampaně pro zájemce o koupání v místní přehradě či rybníku.V něm vysvětlí příčiny přemnožení sinic v ČR a popíší zdravotní a ekonomické důsledky tohoto přemnožení.Součástí panelu bude i návrh činností, kterými každý z násmůže přispět k zlepšení situace.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,biologie,přírodopis,,ekologie,,chemie,,,,,,,,Voda,,,,,,,,,Analýza,,,EVVO ve výuce,,,projekt,Uvnitř,Venku,2,3,eutrofizace.pdf, ,,2019-07-11 15:55:42,public,2019-07-17 11:19:20,petra2018,85.71.235.53,1,1,https://petra2018.wufoo.com/cabinet/578e7642-9fc0-4c33-ae96-cde6803b90fe
32,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,Domácí úkol ke krajině,Žák popíše esteticky přitažlivou krajinu.,Žák rozvíjí senzitivitu ke krajině České republiky.,,Aktivita je domácí příprava zaměřená na přitažlivá místa v České republice. Žáci si tak vytvoří nástěnku přitažlivých míst České republiky.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,1. třída ZŠ,2. třída ZŠ,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,,zeměpis,,,,Prostředí školy,,,Biodiverzita,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,domc_kol_ped_hodinou.pdf, ,,2019-07-16 15:03:30,public,2019-07-26 12:52:33,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/e143c4cd-a14c-4f34-bdf8-415844516f9c
33,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,"Volné psaní na téma: Jak vypadá krajina, v níž se cítím dobře","Žák formuluje slova a věty, rozvíjí slovní zásobu","Žák rozvíjí fantazii, formuluje myšlenky",,"Žák si uvědomí, jak vypadá krajina,v níž se cítí dobře, a které faktory to způsobují.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,čeština,,,přírodopis,,ekologie,občanská výchova,,,vlastivěda,přírodověda,,zeměpis,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,Analýza,,,EVVO ve výuce,,,10 min,,,1,1,voln_psan.pdf, ,"Líbí se mi navození atmosféry.Myslím, že by mělo být respektováno, že děti nechtějí svá volná psaní zveřejňovat.",2019-07-21 15:39:33,public,,,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/5872a277-e217-4993-abe3-3b8fa5036c11
34,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,Kontrast krajin,Žák kultivuje své pocity ve vztahu ke krajině.,"Žák vyjadřuje rozdíly v tom, jak působí krajina s odpady a krajina bez odpadů.",,V této aktivitě dochází ke kontrastu oblíbené krajiny a krajiny se skládkou. Žák vnímá prostředí a popíše rozdíly mezi těmito krajinami.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,chemie,,vlastivěda,přírodověda,,zeměpis,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,Monitoring,EVVO ve výuce,,,30 min,Uvnitř,,1,1,kontrast_krajin.pdf, ,,2019-07-21 16:08:04,public,,,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/624eb265-d081-45dd-8f74-edca020ea0e1
35,Odpady,"Krajina ""S"" a ""BEZ""",Monika Olšáková,"Krajina ""S"" a ""BEZ""",Žák vyhodnotí rozdíl mezi estetickým působením dvou různých podob krajiny.,"Žák si uvědomí, jak vypadá krajina,v níž se cítí dobře, a které faktory to způsobují.","Žák vyjadřuje rozdíly v tom, jak působí krajina s odpady a krajina bez odpadů.",Lekce se skládá z domácího úkolu a jedné vyučovací hodiny ve třídě. Žáci si nejprve vytvoří nástěnku z obrázků svých oblíbených krajin. Dále pracují s pracovními listy a cvičí se v metodě volného psaní. S jeho pomocí nejprve vyjádří svůj vztah k oblíbené krajině. To následně zkonfrontují s obrázky krajin znečištěných odpadem. Vyjádří rozdíly mezi oběma typy krajin.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,,,vlastivěda,přírodověda,,zeměpis,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,krajina_s_a_bez.pdf, ,"Pěkná hodina, někdy trvá více než 45 minut, ale je to užitečná lekce.",2019-07-21 16:14:44,public,2019-07-26 12:51:46,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/65944473-95b5-43ba-9636-8af40200e6e2
37,Odpady,Obaly pod lupou,Monika Olšáková,Průzkum obalů,Žák prozkoumá množství a různé druhy obalů na daný výrobek.,Žák zpracuje získané informace do grafu.,Žák vytvoří galerii obalu na určeném místě ve třídě a diskutuje s učitelem o způsobu balení výrobků.,Žáci prozkoumají obaly u vybraných pochutin. Budou je počítat a vážit a výsledky budou zapisovat. ,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,matematika,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,,,Analýza,,,EVVO ve výuce,Informování a spolupráce,,45 min,Uvnitř,,1,1,obaly_pod_lupou__przkum_obalu.pdf, ,,2019-07-27 14:39:13,public,2019-08-02 18:39:27,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/fa664324-42f1-41b1-9b02-3a3dec33070b
38,Odpady,Obaly pod lupou,Monika Olšáková,Proč je dobré šetřit obalem?,"Žák uvede příklady toho, jak výroba obalu ovlivňuje životní prostředí. ",Žák zpracuje informace a značí je v pracovním listu  o surovinách potřebných k výrobě obalu.,,"Žáci se seznámí s postupem výroby obalu a uvedou důvody, proč je vhodné obaly šetřit.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,matematika,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1,obaly_pod_lupou__pro_je_dobr_.pdf, ,,2019-07-27 14:53:29,public,2019-08-02 18:56:59,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/51d45fe8-dae3-4aa7-92ad-d9e541662cc7
39,Odpady,Obaly pod lupou,Monika Olšáková,Reklamní dílna na úsporné obaly,"Žák vysvětlí, proč je šetrnější kupovat výrobek s méně obaly.",Žák podle předem daných kritérií zpracuje informace pro účel reklamního sdělení.,,"Žáci vytváří formou možnosti výběru reklamu na šetrné balení, které následně prezentují.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,Informování a spolupráce,,45 min,Uvnitř,,1,1,obaly_pod_lupou__reklamn_dlna.pdf, ,,2019-07-27 15:02:12,public,2019-08-02 19:04:53,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/74ff45f8-ce4c-4819-a437-e00b082367c8
40,Odpady,Obaly pod lupou,Monika Olšáková,Obaly pod lupou,Žák prozkoumá množství a různé druhy obalů na daný výrobek.,"Žák uvede příklady toho, jak výroba obalu ovlivňuje životní prostředí","Žák vysvětlí, proč je šetrnější kupovat výrobek s méně obaly","První dvě hodiny na sebe těsně navazují. V první žáci prozkoumají obaly u vybraných pochutin. Budou je počítat a vážit a výsledky budou zapisovat. Ve druhé hodině se seznámí s postupem výroby obalu a uvedou důvody, proč je vhodné obaly šetřit.Třetí část lekce je určena pro realizaci na projektovém dni a žáci v ní budou vytvářet reklamy na šetrné balení, které následně prezentují.“",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,8. třída ZŠ,9. třída ZŠ,,,,,,,ekologie,,,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,projekt,Uvnitř,,1,1,obaly_pod_lupou.pdf, ,,2019-07-27 15:05:55,public,2019-08-02 17:37:45,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/b3d18a32-8303-414b-83f7-dba948c2e777
41,Odpady,Tonda Flekáč,Monika Olšáková,Tonda Flekáč,"Žák vlastními slovy vypráví příběh daného organismu, do jehož života zasáhne odpad.",Žák zhodnotí vliv odpadu na život daného organismu.,,"Jedná se o dvě vyučovací hodiny, kde žáci čtou a tvoří vlastní příběh. Mohou probíhat ve třídě nebo kdekoliv, kde je klid na četbu a žáci mají možnost si něco zapisovat a kreslit.",,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,,,,čeština,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,Venku,1,1,tonda_flekac.pdf, ,,2019-07-27 16:01:23,public,2019-08-02 19:08:04,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/9f4b4270-0642-47b9-946c-849c6d9d5a25
42,Odpady,Tonda Flekáč,Monika Olšáková,Práce s příběhem (mloka),"Žák vlastními slovy vypráví příběh daného organismu, do jehož života zasáhne odpad.",Žák zhodnotí vliv odpadu na život daného organismu.,,Žáci na modelovém příkladu organismu čtou příběh a vyhodnocují vliv odpadu na jeho život.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,,,,čeština,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,,EVVO ve výuce,,,30 min,Uvnitř,Venku,1,1,tonda_flekac_pribeh_mloka.pdf, ,,2019-07-27 16:09:25,public,2019-08-02 19:14:50,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/a54a1e44-11cb-49a5-a7d6-905abebcf7be
43,Odpady,Tonda Flekáč,Monika Olšáková,Tvorba příběhu živého tvora,"Žák vytvoří příběh, který popisuje setkání živého tvora s odpadem.",Žák zhodnotí vliv odpadu na život daného organismu.,,Žáci podle předem daných kritérií vytvoří příběh společně s ilustrací.,,První stupeň ZŠ,Druhý stupeň ZŠ,,,,,3. třída ZŠ,4. třída ZŠ,5. třída ZŠ,6. třída ZŠ,7. třída ZŠ,,,,čeština,,,přírodopis,,ekologie,,,,,přírodověda,,,Odpady,,,Prostředí školy,,,Biodiverzita,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,Venku,1,1,tvorba_pbhu_ivho_tvora.pdf, ,,2019-07-27 16:17:00,public,2019-08-02 19:35:16,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/19b90eef-69a9-4e64-98d8-55a26103756a
44,Odpady,Plasty všude kolem nás,Monika Olšáková,Plasty všude kolem nás,"Student si uvědomí, kde všude se ve svém životě setkává s plasty.","Student rozliší základní druhy plastických hmot, uvede jejich recyklační symbol a vyjmenuje typické výrobky.",Student zjistí způsoby recyklace výrobků vybraných druhů plastických hmot a prezentuje je spolužákům.,"Téma je naplánováno na dvě vyučovací hodiny ve třídě (nejlépe navazující). Na začát- ku hodiny se studenti naladí na vlnu tématu o plastech prostřednictvím myšlenkové mapy. Následně si trochu budou hrát a skládat pojmy, které spolu souvisí a jejichž nadřazeným pojmem je konkrétní typ plastické hmoty. Jakmile si studenti uvědomí, které plastické hmoty existují a jaké se z nich vyrábí výrobky, mohou začít zjišťovat způsoby recyklace jednotlivých typů plastů. Informace zjišťují od spolužáků, kteří si je předem ze získaných textů nastudovali. Na základě zjištěných informací skupiny studentů vytvoří osvětový plakát o recyklaci jednotlivých plastů a prezentují jej ostatním. Nakonec si studenti ujasní své názory na výhody a nevýhody plastů a rozliší„nejlepší“ a „nejhorší“ plasty podle různých kritérií.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,,,,ekologie,,chemie,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,90 min,Uvnitř,,1,1,plasty_vsude_kolem_nas.pdf, ,Využívám v chemii v 9. ročníku v tématu Deriváty uhlovodíků.,2019-07-27 16:31:52,public,2019-08-02 17:01:57,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/0452f335-5412-49fa-95be-ada59087e0b9
45,Odpady,Plasty všude kolem nás,Monika olšáková,Asociační pavučina_plasty,"Student si uvědomí, kde všude se ve svém životě setkává s plasty.",Student diskutuje nad jednotlivými asociačními mapami a pokouší se je rozdělovat podle různých možností.,,Žák přemýšlí nad výskytem plastů ve svém životě.,,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,biologie,,,ekologie,,chemie,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,10 min,Uvnitř,,1,1,asocian_pavuina_plasty.pdf, ,"Nelíbí se mi název myšlenková mapa v záhlaví. Myšlenková mapa propojuje, což žáci nedělají, zde spíš vypisují vše, co ví kolem pojmu plasty, je to spíše takové ""sluníčko"".Doporučuji se po lekci k myšlenkové mapě se vrátit a doplnit nové poznatky jinou barvou fixy. Tato aktivita tak, jak je popsána se mi metodicky nelíbí.",2019-07-27 16:42:13,public,2019-08-02 17:01:05,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/c823ce43-c2d9-4442-bbaf-29fb4af1947d
46,Odpady,Plasty všude kolem nás,Monika Olšáková,Detektivní zjišťování informací_plasty,Student zjistí způsoby recyklace výrobků vybraných druhů plastických hmot a prezentuje je spolužákům.,Student zjišťuje informace od ostatních a předává je domovské skupině.,,"Studenti zjišťují způsoby recyklace jednotlivých typů plastů. Informace se dozvídají od spolužáků, kteří si je předem ze získaných textů nastudovali. Na základě zjištěných informací skupiny studentů vytvoří osvětový plakát o recyklaci jednotlivých plastů a prezentují jej ostatním.",,,Druhý stupeň ZŠ,SŠ,,,,,,,,,,9. třída ZŠ,SŠ,,,,,,ekologie,,chemie,,,,,,Odpady,,,,,,,,,,,,,,EVVO ve výuce,,,45 min,Uvnitř,,1,1, , ,,2019-07-27 16:51:09,public,2019-08-02 19:35:07,petra2018,188.175.9.239,1,1,https://petra2018.wufoo.com/cabinet/ejF1ZXc4bDkxaXA5OGdv/wxXkNSy9CHQ%3D/
